frame_id,timestamp,obs_iter,need_converge,attempted,la_pa,la_pr,lr_pa,lr_pr,inv_nf,inv_neg,rej_active,rej_late,sticky,flip,acc2rej,rej2acc,sticky_skip,counterfactual,r_min,r_mean,r_max,s_min,s_mean,s_max,z_min,z_mean,z_max,pv_min,pv_mean,pv_max,sv_min,sv_mean,sv_max,rv_min,rv_mean,rv_max,tv_min,tv_mean,tv_max,cnt_mean_mean,cnt_max_mean,probe_rescued,bin1_n,bin1_lapr,bin2_n,bin2_lapr,bin3_n,bin3_lapr,bin4_n,bin4_lapr,bin5_n,bin5_lapr,bin1_pv,bin1_z,bin2_pv,bin2_z,bin3_pv,bin3_z,bin4_pv,bin4_z,bin5_pv,bin5_z
0,1609059013.77,1,0,1334,1332,0,2,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,78,0,1111,0,109,0,29,0,7,0,0,0,0,0,0,0,0,0,0,0
0,1609059013.77,2,0,1328,1326,0,2,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,78,0,1105,0,108,0,30,0,7,0,0,0,0,0,0,0,0,0,0,0
1,1609059013.86,1,0,1442,1436,1,4,1,0,0,2,0,0,0,0,0,0,0,0.346237647158,0.346237647158,0.346237647158,0.0054903678932,0.0054903678932,0.0054903678932,4.67276095966,4.67276095966,4.67276095966,0,0,0,0.000330446111261,0.000330446111261,0.000330446111261,0.00509307389271,0.00509307389271,0.00509307389271,6.68478892324e-05,6.68478892324e-05,6.68478892324e-05,0,0,0,45,1,1098,0,256,0,34,0,9,0,0,4.67276095966,0,0,0,0,0,0,0,0
1,1609059013.86,2,0,1442,1437,1,3,1,0,0,2,0,0,0,0,0,0,0,0.347284742536,0.347284742536,0.347284742536,0.00549035896677,0.00549035896677,0.00549035896677,4.68689618045,4.68689618045,4.68689618045,0,0,0,0.00033043718483,0.00033043718483,0.00033043718483,0.00509307389271,0.00509307389271,0.00509307389271,6.68478892324e-05,6.68478892324e-05,6.68478892324e-05,0,0,0,43,1,1100,0,256,0,34,0,9,0,0,4.68689618045,0,0,0,0,0,0,0,0
2,1609059013.96,1,0,1488,1486,1,1,0,0,0,1,0,0,0,0,0,0,0,0.157829529912,0.157829529912,0.157829529912,0.00141801815511,0.00141801815511,0.00141801815511,4.19128668196,4.19128668196,4.19128668196,0.000830467725915,0.000830467725915,0.000830467725915,0.000395708451179,0.000395708451179,0.000395708451179,0.000164382890386,0.000164382890386,0.000164382890386,2.74590876317e-05,2.74590876317e-05,2.74590876317e-05,5.19999980927,8,1,19,0,873,0,546,1,41,0,9,0,0,0,0,0,0.000830467725915,4.19128668196,0,0,0,0
2,1609059013.96,2,0,1474,1472,1,1,0,0,0,1,0,0,0,0,0,0,0,0.157981627159,0.157981627159,0.157981627159,0.00140390705285,0.00140390705285,0.00140390705285,4.21635728261,4.21635728261,4.21635728261,0.000816311534204,0.000816311534204,0.000816311534204,0.00039575354063,0.00039575354063,0.00039575354063,0.000164382890386,0.000164382890386,0.000164382890386,2.74590876317e-05,2.74590876317e-05,2.74590876317e-05,5.19999980927,8,1,19,0,858,0,547,1,41,0,9,0,0,0,0,0,0.000816311534204,4.21635728261,0,0,0,0
2,1609059013.96,3,0,1474,1472,1,1,0,0,0,1,0,0,0,0,0,0,0,0.157880896739,0.157880896739,0.157880896739,0.00140060700796,0.00140060700796,0.00140060700796,4.21863000208,4.21863000208,4.21863000208,0.000813010076546,0.000813010076546,0.000813010076546,0.000395754953395,0.000395754953395,0.000395754953395,0.000164382890386,0.000164382890386,0.000164382890386,2.74590876317e-05,2.74590876317e-05,2.74590876317e-05,5.19999980927,8,1,19,0,859,0,546,1,41,0,9,0,0,0,0,0,0.000813010076546,4.21863000208,0,0,0,0
3,1609059014.07,1,0,1551,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,11,0,773,0,716,0,44,0,7,0,0,0,0,0,0,0,0,0,0,0
3,1609059014.07,2,0,1540,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,11,0,765,0,713,0,44,0,7,0,0,0,0,0,0,0,0,0,0,0
4,1609059014.16,1,0,1592,1589,2,0,1,0,0,3,0,0,0,0,0,0,0,0.202698789037,0.276610565531,0.350522342026,0.00359218499107,0.00383085716711,0.00406952934314,3.38198601318,4.43834064618,5.49469527918,0.00114579406531,0.00162745523794,0.00210911641058,0.000243969106155,0.000276531240044,0.000309093373933,0.00121691800632,0.00189072388176,0.00256452975721,2.21814680152e-05,3.61468073567e-05,5.01121466982e-05,5.20000004768,8,1,9,0,664,0,863,2,49,0,7,0,0,0,0,0,0.00162745523794,4.43834064618,0,0,0,0
4,1609059014.16,2,0,1589,1586,2,0,1,0,0,3,0,0,0,0,0,0,0,0.200034916465,0.270179276172,0.340323635879,0.00374910447803,0.00388684855844,0.00402459263885,3.26694661349,4.31573503225,5.36452345101,0.00110108335217,0.001683506248,0.00226592914384,0.000244075859863,0.000276471621323,0.000308867382784,0.00121691800632,0.00189072388176,0.00256452975721,2.21814680152e-05,3.61468073567e-05,5.01121466982e-05,5.20000004768,8,1,9,0,672,0,851,2,50,0,7,0,0,0,0,0,0.001683506248,4.31573503225,0,0,0,0
4,1609059014.16,3,0,1589,1586,2,0,1,0,0,3,0,0,0,0,0,0,0,0.200234706403,0.270058597817,0.339882489231,0.00375446902691,0.00389220897436,0.0040299489218,3.26787241505,4.3109402302,5.35400804534,0.0011064189652,0.00168887004628,0.00227132112737,0.000244048425211,0.000276468238957,0.000308888052703,0.00121691800632,0.00189072388176,0.00256452975721,2.21814680152e-05,3.61468073567e-05,5.01121466982e-05,5.20000004768,8,1,9,0,669,0,854,2,50,0,7,0,0,0,0,0,0.00168887004628,4.3109402302,0,0,0,0
5,1609059014.26,1,0,1604,1603,0,0,1,0,0,1,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,4,0,553,0,975,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0
5,1609059014.26,2,0,1591,1590,0,0,1,0,0,1,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,4,0,543,0,972,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0
5,1609059014.26,3,0,1591,1590,0,0,1,0,0,1,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,4,0,542,0,973,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0
6,1609059014.37,1,0,1660,1658,1,1,0,0,0,1,0,0,0,0,0,0,0,0.104268221131,0.104268221131,0.104268221131,0.000581405350808,0.000581405350808,0.000581405350808,4.32426650912,4.32426650912,4.32426650912,9.67183757981e-05,9.67183757981e-05,9.67183757981e-05,0.000396040333558,0.000396040333558,0.000396040333558,6.51127427489e-05,6.51127427489e-05,6.51127427489e-05,2.35338987026e-05,2.35338987026e-05,2.35338987026e-05,6.40000009537,10,0,2,0,492,0,1075,1,81,0,10,0,0,0,0,0,9.67183757981e-05,4.32426650912,0,0,0,0
6,1609059014.37,2,0,1658,1656,1,1,0,0,0,1,0,0,0,0,0,0,0,0.103895486596,0.103895486596,0.103895486596,0.000581236148671,0.000581236148671,0.000581236148671,4.30943538379,4.30943538379,4.30943538379,9.65516420217e-05,9.65516420217e-05,9.65516420217e-05,0.000396037865198,0.000396037865198,0.000396037865198,6.51127427489e-05,6.51127427489e-05,6.51127427489e-05,2.35338987026e-05,2.35338987026e-05,2.35338987026e-05,6.40000009537,10,0,2,0,497,0,1068,1,81,0,10,0,0,0,0,0,9.65516420217e-05,4.30943538379,0,0,0,0
7,1609059014.46,1,0,1689,1688,1,0,0,0,0,1,0,0,0,0,0,0,0,0.141561543001,0.141561543001,0.141561543001,0.000567033117757,0.000567033117757,0.000567033117757,5.9448523867,5.9448523867,5.9448523867,9.37351213588e-05,9.37351213588e-05,9.37351213588e-05,0.00039604300353,0.00039604300353,0.00039604300353,5.59273420298e-05,5.59273420298e-05,5.59273420298e-05,2.13276508382e-05,2.13276508382e-05,2.13276508382e-05,6.40000009537,10,0,3,0,361,0,1204,1,110,0,11,0,0,0,0,0,9.37351213588e-05,5.9448523867,0,0,0,0
7,1609059014.46,2,0,1687,1686,1,0,0,0,0,1,0,0,0,0,0,0,0,0.141673586809,0.141673586809,0.141673586809,0.000565916403296,0.000565916403296,0.000565916403296,5.95542484099,5.95542484099,5.95542484099,9.2609315993e-05,9.2609315993e-05,9.2609315993e-05,0.000396052094435,0.000396052094435,0.000396052094435,5.59273420298e-05,5.59273420298e-05,5.59273420298e-05,2.13276508382e-05,2.13276508382e-05,2.13276508382e-05,6.40000009537,10,0,2,0,361,0,1203,1,110,0,11,0,0,0,0,0,9.2609315993e-05,5.95542484099,0,0,0,0
8,1609059014.57,1,0,1712,1707,2,1,2,0,0,4,0,0,0,0,0,0,0,0.0487376262453,0.0916087928366,0.134479959428,0.000152611001055,0.000362029065836,0.000571447130617,3.94522205766,4.78541551184,5.62560896601,2.33342097417e-05,5.8507865124e-05,9.36815205064e-05,7.51803446856e-05,0.000235618905641,0.000396057466596,2.51990959916e-05,4.33339892556e-05,6.14688825197e-05,2.02392609947e-05,2.45683058154e-05,2.88973506361e-05,4.20000004768,7.5,0,5,0,318,1,1221,1,156,0,12,0,0,0,2.33342097417e-05,3.94522205766,9.36815205064e-05,5.62560896601,0,0,0,0
8,1609059014.57,2,0,1708,1704,2,1,1,0,0,3,0,0,1,0,1,0,0,0.0425505464327,0.0875744036252,0.132598260818,0.000153749550873,0.000363402752154,0.000573055953434,3.43161228373,4.48535682875,5.53910137377,2.44026431053e-05,5.9852796339e-05,9.53029495728e-05,7.52504611397e-05,0.000235647660743,0.000396044860347,2.51990959916e-05,4.33339892556e-05,6.14688825197e-05,2.02392609947e-05,2.45683058154e-05,2.88973506361e-05,4.20000004768,7.5,0,5,0,318,1,1218,1,155,0,12,0,0,0,2.44026431053e-05,3.43161228373,9.53029495728e-05,5.53910137377,0,0,0,0
9,1609059014.67,1,0,1717,1716,1,0,0,0,0,1,0,0,0,0,0,0,0,0.208295352908,0.208295352908,0.208295352908,0.000561190659031,0.000561190659031,0.000561190659031,8.79274268791,8.79274268791,8.79274268791,8.87684687495e-05,8.87684687495e-05,8.87684687495e-05,0.000396057220553,0.000396057220553,0.000396057220553,5.72811457531e-05,5.72811457531e-05,5.72811457531e-05,1.90838239757e-05,1.90838239757e-05,1.90838239757e-05,6.40000009537,10,0,2,0,288,0,1126,1,288,0,13,0,0,0,0,0,8.87684687495e-05,8.79274268791,0,0,0,0
9,1609059014.67,2,0,1716,1715,1,0,0,0,0,1,0,0,0,0,0,0,0,0.210011402644,0.210011402644,0.210011402644,0.000561020802199,0.000561020802199,0.000561020802199,8.86652398298,8.86652398298,8.86652398298,8.86042525272e-05,8.86042525272e-05,8.86042525272e-05,0.000396051579943,0.000396051579943,0.000396051579943,5.72811457531e-05,5.72811457531e-05,5.72811457531e-05,1.90838239757e-05,1.90838239757e-05,1.90838239757e-05,6.40000009537,10,0,2,0,291,0,1122,1,288,0,13,0,0,0,0,0,8.86042525272e-05,8.86652398298,0,0,0,0
10,1609059014.76,1,0,1723,1722,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0905560348249,0.0905560348249,0.0905560348249,0.000604449171688,0.000604449171688,0.000604449171688,3.68330348923,3.68330348923,3.68330348923,5.2074183009e-05,5.2074183009e-05,5.2074183009e-05,0.000327383191941,0.000327383191941,0.000327383191941,0.000207140600206,0.000207140600206,0.000207140600206,1.78511965314e-05,1.78511965314e-05,1.78511965314e-05,13.6000003815,14,1,0,0,269,0,1084,0,355,1,15,0,0,0,0,0,0,0,5.2074183009e-05,3.68330348923,0,0
10,1609059014.76,2,0,1721,1720,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0925832747432,0.0925832747432,0.0925832747432,0.000604086906856,0.000604086906856,0.000604086906856,3.76688903241,3.76688903241,3.76688903241,5.17654798082e-05,5.17654798082e-05,5.17654798082e-05,0.00032732963031,0.00032732963031,0.00032732963031,0.000207140600206,0.000207140600206,0.000207140600206,1.78511965314e-05,1.78511965314e-05,1.78511965314e-05,13.6000003815,14,1,0,0,266,0,1086,0,354,1,15,0,0,0,0,0,0,0,5.17654798082e-05,3.76688903241,0,0
11,1609059014.85,1,0,1730,1729,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0920832046809,0.0920832046809,0.0920832046809,0.000723410515682,0.000723410515682,0.000723410515682,3.42363940609,3.42363940609,3.42363940609,8.85621631175e-05,8.85621631175e-05,8.85621631175e-05,0.000323655939188,0.000323655939188,0.000323655939188,0.000294497791126,0.000294497791126,0.000294497791126,1.66946222511e-05,1.66946222511e-05,1.66946222511e-05,12.3999996185,15,1,2,0,235,0,1077,0,387,1,29,0,0,0,0,0,0,0,8.85621631175e-05,3.42363940609,0,0
11,1609059014.85,2,0,1724,1723,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0956258519751,0.0956258519751,0.0956258519751,0.000722294133738,0.000722294133738,0.000722294133738,3.5581010156,3.5581010156,3.5581010156,8.73965466994e-05,8.73965466994e-05,8.73965466994e-05,0.000323705173661,0.000323705173661,0.000323705173661,0.000294497791126,0.000294497791126,0.000294497791126,1.66946222511e-05,1.66946222511e-05,1.66946222511e-05,12.3999996185,15,1,2,0,245,0,1063,0,385,1,29,0,0,0,0,0,0,0,8.73965466994e-05,3.5581010156,0,0
12,1609059014.97,1,0,1749,1748,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,225,0,937,0,551,0,35,0,0,0,0,0,0,0,0,0,0,0
12,1609059014.97,2,0,1746,1745,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,223,0,938,0,548,0,36,0,0,0,0,0,0,0,0,0,0,0
12,1609059014.97,3,0,1746,1745,0,1,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,222,0,938,0,549,0,36,0,0,0,0,0,0,0,0,0,0,0
13,1609059015.06,1,0,1782,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,222,0,894,0,621,0,45,0,0,0,0,0,0,0,0,0,0,0
13,1609059015.06,2,0,1780,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,0,0,214,0,911,0,610,0,45,0,0,0,0,0,0,0,0,0,0,0
14,1609059015.16,1,0,1795,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,181,0,900,0,647,0,65,0,0,0,0,0,0,0,0,0,0,0
14,1609059015.16,2,0,1792,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,2,0,187,0,884,0,653,0,66,0,0,0,0,0,0,0,0,0,0,0
15,1609059015.27,1,0,1798,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,167,0,818,0,637,0,175,0,0,0,0,0,0,0,0,0,0,0
15,1609059015.27,2,0,1794,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,164,0,826,0,628,0,175,0,0,0,0,0,0,0,0,0,0,0
15,1609059015.27,3,0,1793,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,1e+300,0,0,0,0,0,1,0,163,0,829,0,625,0,175,0,0,0,0,0,0,0,0,0,0,0
